Description	Accession	CUP_1		CUP_2		CUP_3		CUP_4		CUP_5		CUP_6		CUP_7		CUP_8		CUP_9		CUP_10		CUP_11		CUP_12		CUP_13		CUP_14		CUP_15		CUP_16		CUP_17		CUP_19		CUP_22		CUP_28		
AFFX-BioB-3_st (endogenous control)	AFFX-BioB-3_st	-236	A	-378	A	-352	A	-640	A	-173	A	-237	A	-137	A	-554	A	-511	A	-368	A	-235	A	-352	A	1561	A	-433	A	-1152	A	-706	A	-979	A	-735	A	-502	A	-148.7	A	
AFFX-BioC-5_st (endogenous control)	AFFX-BioC-5_st	-176	A	-162	A	-302	A	-240	A	-127	A	-227	A	-139	A	-139	A	-187	A	-341	A	-21	A	-126	A	-597	A	-234	A	-154	A	-830	A	-464	A	-209	A	-260	A	-86.0	A	
AFFX-BioC-3_st (endogenous control)	AFFX-BioC-3_st	-52	A	-168	A	-83	A	-191	A	-60	A	-9	A	-97	A	-91	A	-80	A	-125	A	-146	A	-49	A	-1903	A	-40	A	-359	A	-237	A	-208	A	-202	A	-160	A	-20.7	A	
AFFX-BioDn-5_st (endogenous control)	AFFX-BioDn-5_st	230	A	543	A	304	A	271	A	15	A	30	A	39	A	70	A	63	A	253	A	194	A	324	A	201	P	208	A	392	A	-47	A	-61	A	496	A	466	A	103.6	A	
AFFX-BioDn-3_st (endogenous control)	AFFX-BioDn-3_st	46	A	303	A	228	A	150	A	17	A	9	A	-3	A	181	A	3	A	61	A	212	A	90	A	-150	A	119	A	246	A	375	A	110	A	392	A	79	A	207.2	A	
AFFX-CreX-5_st (endogenous control)	AFFX-CreX-5_st	-12	A	19	A	-73	A	63	A	-53	A	-37	A	-49	A	-44	A	-56	A	-78	A	-12	A	33	A	-2052	A	28	A	-123	A	-39	A	47	A	242	A	-17	A	-26.4	A	
AFFX-CreX-3_st (endogenous control)	AFFX-CreX-3_st	-112	A	-268	A	-234	A	-319	A	-71	A	-108	A	-102	A	-316	A	-263	A	-192	A	-394	A	-112	A	1864	P	-176	A	-609	A	-736	A	-506	A	-272	A	-400	A	-159.3	A	
hum_alu_at (miscellaneous control)	hum_alu_at	16847	P	20164	P	13973	P	14325	P	19383	P	19843	P	13494	P	17755	P	16098	P	13977	P	4136	P	18433	P	526	A	14813	P	11774	P	8823	A	14872	P	16222	P	19013	P	17120.0	P	
AFFX-DapX-5_at (endogenous control)	AFFX-DapX-5_at	-49	A	-6	A	64	A	-1370	A	-13	A	-273	A	-295	A	11	A	-195	A	22	A	13	A	88	M	6	A	-25	A	64	A	35	A	-1796	A	-1230	A	-84	A	5.0	A	
AFFX-DapX-M_at (endogenous control)	AFFX-DapX-M_at	17	A	209	A	144	A	-899	A	-376	A	-483	A	-940	A	216	A	-1095	A	161	A	190	A	112	A	239	A	95	A	306	A	28	A	-1546	A	-1331	A	-649	A	84.8	A	
AFFX-DapX-3_at (endogenous control)	AFFX-DapX-3_at	-27	A	1	A	-8	A	-39	A	-6	A	-46	A	-13	A	-96	A	7	A	-8	A	-133	A	-21	A	-111	A	-28	A	-101	A	-97	A	-16	A	-5	A	-105	A	-36.0	A	
AFFX-LysX-5_at (endogenous control)	AFFX-LysX-5_at	20	A	-6	A	29	A	-6	A	5	A	7	A	12	A	-43	A	29	A	-5	A	-11	A	13	A	-17	A	49	A	23	A	0	A	43	A	29	A	-19	A	23.6	A	
AFFX-LysX-M_at (endogenous control)	AFFX-LysX-M_at	-139	A	-145	A	-108	A	-162	A	-50	A	-90	A	-93	A	-135	A	-145	A	-108	A	-374	A	-106	A	-233	A	-186	A	-111	A	-163	A	-145	A	-160	A	-129	A	-34.7	A	
AFFX-LysX-3_at (endogenous control)	AFFX-LysX-3_at	-20	A	43	A	-14	A	-573	A	-127	A	-793	A	-382	A	89	A	-923	A	-18	A	-1	A	83	A	114	A	-5	A	146	A	60	A	-223	A	-71	A	-3	A	39.9	A	
AFFX-PheX-5_at (endogenous control)	AFFX-PheX-5_at	-39	A	-73	A	-74	A	-243	A	-51	A	-72	A	-76	A	-86	A	-69	A	-48	A	-116	A	-29	A	-166	A	-19	A	-128	A	-164	A	-447	A	-252	A	-127	A	-27.0	A	
AFFX-PheX-M_at (endogenous control)	AFFX-PheX-M_at	-23	A	-46	A	-52	A	-178	A	-48	A	-43	A	-73	A	-48	A	-97	A	-14	A	-129	A	-34	A	-65	A	-50	A	13	A	-173	A	-299	A	-217	A	-77	A	-53.3	A	
AFFX-PheX-3_at (endogenous control)	AFFX-PheX-3_at	-68	A	-5	A	9	A	47	A	15	A	7	A	-28	A	30	A	-5	A	-36	A	58	A	23	A	-96	A	-72	A	-80	A	-9	A	-47	A	-67	A	-22	A	13.2	A	
AFFX-ThrX-5_at (endogenous control)	AFFX-ThrX-5_at	-49	A	-9	A	18	A	-112	A	-51	A	-54	A	-42	A	18	A	-86	A	1	A	-52	A	22	A	-47	A	19	A	-109	A	-80	A	-209	A	-124	A	-15	A	7.1	A	
AFFX-ThrX-M_at (endogenous control)	AFFX-ThrX-M_at	-26	A	-36	A	-52	A	-143	A	-32	A	-56	A	-22	A	14	A	-37	A	4	A	-40	A	-16	A	-16	A	18	A	17	A	-53	A	-191	A	-122	A	-61	A	-4.6	A	
AFFX-ThrX-3_at (endogenous control)	AFFX-ThrX-3_at	-44	A	-121	A	-225	A	-201	A	-84	A	-65	A	-40	A	-254	A	-140	A	-88	A	-105	A	-112	A	-21	A	-148	A	-404	A	-397	A	-368	A	-246	A	-280	A	-101.1	A	
AFFX-TrpnX-5_at (endogenous control)	AFFX-TrpnX-5_at	-19	A	26	A	-29	A	-275	A	-20	A	-207	A	-59	A	7	A	-82	A	-2	A	-37	A	26	A	174	P	15	A	48	A	73	A	-21	A	-151	A	5	A	-10.6	A	
AFFX-TrpnX-M_at (endogenous control)	AFFX-TrpnX-M_at	-475	A	-675	A	-541	A	-7960	A	-4588	A	-6181	A	-5993	A	-446	A	-5039	A	-463	A	-317	A	-198	A	-73	A	-327	A	-739	A	-918	A	-7279	A	-6033	A	-1602	A	-394.4	A	
AFFX-TrpnX-3_at (endogenous control)	AFFX-TrpnX-3_at	-333	A	-1793	A	-244	A	-5062	A	-3435	A	-4694	A	-4763	A	-179	A	-3048	A	-323	A	-2	A	-68	A	64	A	-155	A	-330	A	-444	A	-5387	A	-3467	A	-816	A	-32.9	A	
AFFX-HUMISGF3A/M97935_5_at (endogenous control)	AFFX-HUMISGF3A/M97935_5_at	-361	A	-129	A	-383	A	-6176	A	-4334	A	-5438	A	-7338	A	-234	A	-4434	A	-442	A	-49	A	-99	A	-62	A	-210	A	-523	A	-660	A	-8625	A	-6422	A	-1816	A	-54.9	A	
AFFX-HUMISGF3A/M97935_MA_at (endogenous control)	AFFX-HUMISGF3A/M97935_MA_at	-397	A	-198	A	-291	A	-8111	A	-4925	A	-5208	A	-8057	A	-179	A	-10721	A	-381	A	-297	A	-126	A	-74	A	-437	A	-437	A	-789	A	-7763	A	-4754	A	-1453	A	-157.9	A	
AFFX-HUMISGF3A/M97935_MB_at (endogenous control)	AFFX-HUMISGF3A/M97935_MB_at	30	A	-26	A	95	A	128	A	-49	A	11	A	-31	A	44	A	7	A	18	A	-1	A	71	A	150	P	-16	A	-128	A	232	P	223	P	545	P	3	A	53.2	P	
AFFX-HUMISGF3A/M97935_3_at (endogenous control)	AFFX-HUMISGF3A/M97935_3_at	1314	P	244	A	458	P	2378	P	72	A	214	A	709	P	3270	P	440	P	914	P	57	A	122	A	-176	A	989	P	3463	P	7447	P	2562	P	5373	P	1156	P	136.6	P	
AFFX-HUMRGE/M10098_5_at (endogenous control)	AFFX-HUMRGE/M10098_5_at	1026	P	208	P	1090	P	251	M	227	P	821	P	808	P	-61	A	1330	P	465	P	793	A	-3	A	-207	A	121	A	192	A	-34	A	-380	A	-148	A	-54	A	-17.5	A	
AFFX-HUMRGE/M10098_M_at (endogenous control)	AFFX-HUMRGE/M10098_M_at	295	P	-123	A	375	P	333	A	266	P	487	P	674	P	-243	A	534	P	423	P	-197	A	-126	A	-21	A	-208	A	-77	A	-121	A	-781	A	-589	A	-316	A	-61.0	A	
AFFX-HUMRGE/M10098_3_at (endogenous control)	AFFX-HUMRGE/M10098_3_at	1083	P	92	A	1757	P	536	P	626	P	929	P	2025	P	-244	A	1398	P	712	P	-220	A	-172	A	-297	A	54	A	-115	A	-459	A	-831	A	-623	A	-337	A	-88.6	A	
AFFX-HUMGAPDH/M33197_5_at (endogenous control)	AFFX-HUMGAPDH/M33197_5_at	218	P	424	P	955	P	2013	P	86	P	250	P	201	P	973	P	286	P	235	P	450	P	245	P	-392	A	361	P	1628	P	4119	P	8022	P	8005	P	458	P	201.4	P	
AFFX-HUMGAPDH/M33197_M_at (endogenous control)	AFFX-HUMGAPDH/M33197_M_at	403	A	1041	P	5470	P	7899	P	267	P	628	P	1188	P	4501	P	473	P	941	P	611	A	-178	A	-7411	A	648	A	6609	P	9667	P	10381	P	12165	P	664	P	171.9	A	
AFFX-HUMGAPDH/M33197_3_at (endogenous control)	AFFX-HUMGAPDH/M33197_3_at	8249	P	5769	P	18360	P	15712	P	4059	P	4741	P	8354	P	16248	P	8605	P	8733	P	578	A	1376	P	-16754	A	11428	P	19975	P	16247	P	17870	P	18884	P	7936	P	1447.6	P	
AFFX-HSAC07/X00351_5_at (endogenous control)	AFFX-HSAC07/X00351_5_at	755	P	524	P	589	P	2378	P	165	M	358	A	316	P	954	P	489	A	232	P	554	P	285	P	1890	A	361	P	1755	P	2802	P	7920	P	4633	P	680	A	229.4	P	
AFFX-HSAC07/X00351_M_at (endogenous control)	AFFX-HSAC07/X00351_M_at	613	P	366	A	685	P	7118	P	62	A	860	P	577	P	2571	P	447	A	474	P	5206	A	128	A	-857	A	-85	A	3422	P	7715	P	16240	P	10214	P	681	A	188.7	A	
AFFX-HSAC07/X00351_3_at (endogenous control)	AFFX-HSAC07/X00351_3_at	14354	P	8105	P	8670	P	17455	P	4035	P	13482	P	13475	P	16882	P	11111	P	12535	P	4250	P	5170	P	13831	P	7928	P	15042	P	14765	P	17390	P	15961	P	12505	P	2111.8	P	
AFFX-HUMTFRR/M11507_5_at (endogenous control)	AFFX-HUMTFRR/M11507_5_at	67	A	81	A	74	P	14	A	-8	A	-11	A	19	A	132	P	-90	A	100	M	101	A	81	A	140	P	72	A	297	A	252	M	30	A	-76	A	57	A	71.2	A	
AFFX-HUMTFRR/M11507_M_at (endogenous control)	AFFX-HUMTFRR/M11507_M_at	-69	A	-40	A	25	P	-37	A	-4	A	-20	A	18	A	-11	A	-6	A	-35	A	-31	A	-19	A	4	A	-47	A	-19	A	-32	A	-65	M	-1	A	-35	A	-2.5	A	
AFFX-HUMTFRR/M11507_3_at (endogenous control)	AFFX-HUMTFRR/M11507_3_at	68	A	196	A	80	A	170	P	64	P	77	P	83	P	155	A	172	P	46	A	213	P	65	A	450	A	22	A	237	P	223	A	317	P	218	P	242	P	148.6	A	
AFFX-M27830_5_at (endogenous control)	AFFX-M27830_5_at	1018	P	300	P	1507	P	1021	P	590	P	966	P	1609	P	22	A	2209	P	444	P	5	A	54	A	-29	A	84	A	265	P	145	A	108	A	137	M	57	A	82.1	A	
AFFX-M27830_M_at (endogenous control)	AFFX-M27830_M_at	4852	A	2056	P	4276	P	4374	P	1315	P	6690	P	2777	A	1409	A	7861	A	2553	P	2039	A	1818	A	1006	A	1663	A	3259	A	2172	A	1043	A	1373	A	972	A	261.8	A	
AFFX-M27830_3_at (endogenous control)	AFFX-M27830_3_at	153	A	193	A	171	A	212	A	32	A	58	A	158	A	168	A	58	A	188	A	216	A	-23	A	136	A	60	A	602	A	689	A	526	A	563	A	207	A	51.6	A	
AFFX-HSAC07/X00351_3_st (endogenous control)	AFFX-HSAC07/X00351_3_st	2317	P	1521	P	1630	P	7713	P	678	P	6992	P	2227	P	5200	P	1954	P	1954	P	291	A	292	P	-20	A	399	P	1873	P	1530	P	1244	P	1561	P	1035	P	599.0	P	
AFFX-HUMGAPDH/M33197_5_st (endogenous control)	AFFX-HUMGAPDH/M33197_5_st	-67	A	-94	A	-57	A	-13	A	-39	A	-14	A	-51	A	-203	A	-47	A	-50	A	-240	A	-86	A	-505	A	-274	A	-252	A	-311	A	-363	A	-218	A	-110	A	-20.0	A	
AFFX-HUMGAPDH/M33197_M_st (endogenous control)	AFFX-HUMGAPDH/M33197_M_st	-55	A	68	A	54	A	289	M	31	A	-23	A	74	A	153	A	129	A	4	A	37	A	5	A	-51	A	-28	A	74	A	378	A	44	A	179	A	107	A	94.6	A	
AFFX-HUMGAPDH/M33197_3_st (endogenous control)	AFFX-HUMGAPDH/M33197_3_st	98	P	240	P	155	P	404	P	332	P	378	P	239	P	765	P	398	P	167	P	50	A	79	P	-22	A	58	P	315	A	159	A	272	P	152	P	600	P	97.9	P	
AFFX-HSAC07/X00351_5_st (endogenous control)	AFFX-HSAC07/X00351_5_st	-153	A	-103	A	-285	A	-385	A	-50	A	-75	A	-105	A	-332	A	-85	A	-81	A	-273	A	-99	A	-124	A	-146	A	-245	A	-365	A	-473	A	-401	A	-145	A	-51.8	A	
AFFX-HSAC07/X00351_M_st (endogenous control)	AFFX-HSAC07/X00351_M_st	70	A	63	A	86	M	321	A	47	A	202	P	15	A	81	A	43	A	124	A	-25	A	45	A	125	A	106	A	131	A	115	A	14	A	59	A	228	A	92.1	A	
GABAa receptor alpha-3 subunit	A28102_at	35	A	10	A	60	P	22	A	103	P	269	P	32	A	143	A	22	A	81	A	4	A	351	P	-51	A	269	P	81	M	296	P	61	A	141	P	109	A	48	A	
Osteomodulin	AB000114_at	94	P	100	A	113	P	169	A	88	P	91	P	47	P	84	A	155	P	47	P	167	P	5	A	101	A	44	A	116	P	183	P	319	P	357	P	204	P	125.4	P	
mRNA	AB000115_at	41	A	160	P	150	P	458	P	111	P	318	P	115	P	583	P	15	A	165	M	190	P	350	P	-116	A	452	P	366	A	457	P	637	P	1740	P	393	P	199	A	
Semaphorin E	AB000220_at	82	P	37	P	174	P	339	P	71	P	313	P	75	P	380	P	39	A	44	A	30	A	491	P	-234	A	336	P	731	P	1330	P	516	P	877	P	389	P	137	A	
MNK1	AB000409_at	-1	P	-186	A	-54	M	-134	A	85	P	226	P	79	P	382	P	11	A	-157	A	79	A	127	P	891	A	321	P	366	P	101	P	226	P	-77	A	-119	A	-134	A	
VRK1	AB000449_at	40	P	44	P	28	A	147	P	65	P	285	P	95	P	140	A	64	A	56	A	102	A	252	A	-2320	A	314	P	688	P	393	P	317	P	100	A	27	A	70	A	
VRK2	AB000450_at	1	A	16	A	0	A	143	P	27	M	145	A	50	A	143	P	77	A	-17	A	30	A	169	P	-196	A	181	P	289	A	818	P	147	P	146	A	180	A	101	A	
mRNA, clone RES4-22A	AB000460_at	343	P	616	P	780	P	923	P	280	P	612	P	355	P	1585	P	305	P	716	P	374	P	1092	P	71	A	971	P	1931	P	1511	P	2786	P	1957	P	1172	P	810	A	
SH3 binding protein, clone RES4-23A	AB000462_at	30	A	88	A	69	A	121	A	68	P	250	A	59	P	244	A	117	P	90	A	49	A	470	P	91	A	247	P	348	A	-3	A	59	A	91	A	65	A	317	M	
mRNA, clone RES4-24A, exon 1, 2, 3, 4	AB000464_at	-70	A	-33	P	-50	A	-149	A	-3	A	-113	A	-60	A	-127	A	-102	A	-129	A	-209	P	-33	A	235	A	-316	A	-361	A	-98	A	-465	A	-165	A	15	A	56.7	P	
mRNA, clone RES4-24C, exon 1, 2, 3	AB000466_at	-263	A	-462	A	-516	A	-550	A	-78	A	-131	A	-148	A	-648	A	-124	A	-437	A	-153	A	-25	A	1104	A	11	A	-791	A	-333	A	-725	A	-803	A	-549	A	-372	A	
mRNA, clone RES4-25, partial cds	AB000467_at	-154	A	-327	A	-617	A	-276	A	-43	A	55	P	-48	A	-844	A	-119	A	-307	A	-153	A	-380	A	1815	P	18	P	-255	A	-320	A	-624	A	-397	A	-385	A	-721	A	
Zinc finger protein, clone RES4-26	AB000468_at	211	P	-127	A	168	M	-40	P	89	P	98	P	164	P	891	P	-10	A	22	P	229	P	98	M	-850	A	665	P	685	P	156	P	1637	P	849	P	87	A	-349	A	
Prostate differentiation factor mRNA	AB000584_at	24	A	-342	A	-198	A	200	P	-69	A	235	P	1576	P	6462	P	174	A	-159	A	15	A	-106	A	1012	A	215	A	141	P	194	A	-14	P	-125	P	-378	A	-420	A	
Cadherin FIB1, partial cds	AB000895_at	5	A	45	A	117	A	30	A	56	A	1	A	100	A	131	A	-10	A	-47	A	-51	A	181	A	997	P	19	A	-162	A	-113	A	-252	A	25	A	325	A	-238	A	
Cadherin FIB2, partial cds	AB000896_at	-27	A	6	A	-9	A	-64	A	18	A	73	M	17	A	100	A	6	A	-53	A	4	A	173	P	485	P	147	P	225	P	-55	A	-183	A	-127	A	155	A	-173	A	
Cadherin FIB3, partial cds	AB000897_at	-22	A	-20	A	-59	A	-32	A	41	A	105	P	22	A	81	P	211	P	-86	A	-43	A	218	A	510	P	234	P	234	P	-84	A	-247	A	-45	A	-70	A	-68	A	
DNA for H4 histone	AB000905_at	36	P	71	P	105	P	102	M	58	P	167	P	24	A	371	P	45	A	29	A	48	A	504	P	-264	A	335	P	337	P	47	A	145	P	74	P	170	A	114	A	
GLIA MATURATION FACTOR BETA	AB001106_at	150	P	67	P	189	P	384	P	148	P	288	P	113	P	704	P	174	P	209	P	190	P	636	P	-205	A	692	P	1147	P	482	P	364	P	520	P	299	P	76	P	
AQP3 Aquaporin 3	AB001325_at	208	A	437	P	579	P	680	P	229	P	391	P	251	P	1088	P	205	P	558	P	134	M	867	P	592	P	776	P	1045	P	447	P	1036	P	1015	A	1093	P	790	P	
KIAA0316 gene	AB002314_at	23	A	-299	A	-75	A	-271	A	-29	A	-154	A	-42	A	-175	A	-146	A	-44	A	-164	A	-188	A	-8	A	-5	A	-130	A	-84	A	-35	A	-278	A	-291	A	-169.5	A	
KIAA0317 gene	AB002315_at	50	P	-20	A	104	P	43	A	7	A	53	A	60	A	372	P	17	A	14	A	50	P	-16	A	-104	A	195	P	367	M	192	P	556	P	476	P	301	P	127	A	
KIAA0320 gene, partial cds	AB002318_at	96	A	452	A	493	A	447	A	150	A	202	A	201	A	1021	A	101	A	176	A	200	A	386	A	2866	A	926	A	2525	A	631	A	1769	A	939	A	1058	A	410	A	
KIAA0367 gene, partial cds	AB002365_at	37	A	-64	A	-34	A	-104	A	-9	A	-8	A	-43	A	-86	A	5	A	10	A	-260	A	-94	A	-423	A	476	P	550	A	77	A	217	P	-106	A	-142	A	-137	A	
KIAA0368 gene, partial cds	AB002366_at	-2	A	-1	A	-21	A	-52	A	-23	A	-57	A	-95	A	-531	A	27	A	30	A	-808	A	-219	A	-4209	A	-237	A	-643	A	-46	A	7	A	2	A	-15	A	-17	A	
KIAA0382 gene, partial cds	AB002380_at	15	A	85	P	83	P	90	A	14	A	38	A	20	A	215	P	39	A	30	A	82	A	6	A	11	A	272	P	697	P	343	P	717	P	854	P	86	A	26	A	
KIAA0384 gene	AB002382_at	177	A	570	A	526	A	492	A	75	A	264	A	102	A	754	A	213	A	351	A	226	A	240	A	-2877	A	-96	A	1722	A	1128	P	2248	P	1644	P	794	A	681	A	
SLC	AB002409_at	24	A	-57	A	190	A	-52	A	7	A	43	A	112	A	117	A	-45	A	129	A	31	A	-115	A	-558	A	3	A	-270	A	-189	A	74	A	29	A	313	A	-39	A	
Hunc18b2	AB002559_at	115	A	274	A	182	A	337	A	69	A	350	A	168	A	491	A	42	A	300	A	115	A	427	A	-993	A	158	A	324	A	555	A	559	A	804	P	538	A	403	A	
Proteasome subunit p44.5	AB003102_at	102	P	256	P	559	P	490	P	64	P	101	P	412	P	921	P	52	P	187	P	142	P	146	P	-605	A	76	A	333	P	591	P	805	P	1469	P	264	P	249	P	
Proteasome subunit p55	AB003103_at	32	A	34	A	54	P	50	P	36	P	38	A	28	A	179	P	21	A	60	P	140	P	80	A	-144	A	151	P	98	M	228	P	239	P	547	P	140	M	57	A	
Proteasome subunit p27	AB003177_at	108	P	278	P	271	P	390	P	123	P	222	P	253	P	585	P	131	P	322	P	344	P	128	P	420	A	411	P	775	P	688	P	936	P	804	P	194	M	131	A	
Cdc7-related kinase	AB003698_at	27	A	59	P	51	A	93	A	15	A	79	A	46	A	330	P	42	A	48	A	51	A	18	A	-487	A	166	A	185	A	206	P	589	P	283	P	83	A	214	P	
PKU-alpha, partial cds	AB004884_at	139	P	286	A	311	P	532	A	84	A	231	A	60	A	945	A	86	A	489	P	69	A	208	A	-3272	A	253	A	790	A	698	P	1117	P	1682	P	503	A	797	A	
Aquaporin 6	AB006190_at	155	A	365	A	379	A	449	A	130	A	298	P	147	A	762	A	163	P	276	P	167	P	538	P	96	A	448	P	882	A	340	A	729	A	500	A	565	P	282	A	
WUGSC:H_133K23.1c gene extracted from Human BAC clone 133K23 from 7q31.2	AC000061_cds2_at	129	A	358	A	313	A	398	A	32	A	111	A	-153	A	468	A	207	A	207	M	82	A	266	A	1431	A	-23	A	441	A	296	A	537	A	393	A	530	P	263	A	
WUGSC:H_133K23.1c gene extracted from Human BAC clone 133K23 from 7q31.2	AC000061_cds3_at	-8	A	-22	A	-63	A	-38	A	-23	A	-28	A	-7	A	-63	A	9	A	-44	A	26	A	-34	A	63	A	-31	A	17	A	-59	A	-92	A	-63	A	-113	A	-31	A	
PAC clone 2G3A from 13q12-13q13, complete sequence	AC000062_at	-2	A	2	A	4	A	12	A	10	A	0	A	-10	A	-14	A	8	A	-8	A	8	A	-9	A	-874	A	-28	A	-73	A	-2	A	24	A	-11	A	-48	A	20	A	
WUGSC:H_RG083M05.2 gene extracted from Human BAC clone RG083M05 from 7q21-7q22	AC000064_cds1_at	66	A	129	A	138	A	175	P	17	A	-9	A	-10	A	243	A	74	A	159	M	23	A	113	A	-136	A	82	A	71	A	180	A	300	M	313	A	356	P	212	A	
WUGSC:H_RG083M05.1 gene extracted from Human BAC clone RG083M05 from 7q21-7q22	AC000064_cds2_at	23	A	66	A	73	A	111	A	78	A	94	A	38	M	88	A	103	P	77	P	96	A	98	A	15	A	116	P	150	A	43	A	189	A	147	A	118	P	17.1	A	
BAC clone RG293F11 from 7q21-7q22, complete sequence	AC000066_at	3	A	11	A	18	A	-2	A	12	A	12	A	5	A	-33	A	53	A	27	A	-59	A	-30	A	128	A	-47	A	-32	A	-65	A	18	A	20	A	26	A	-11	A	
Metabotropic glutamate receptor 8 mRNA	AC000099_at	19	A	72	A	109	A	71	A	54	A	97	A	58	A	138	A	27	A	108	A	61	A	97	A	-1305	A	114	A	157	A	55	A	240	A	180	A	75	A	198	A	
WUGSC:H_GS188P18.1a gene extracted from Human BAC clone GS188P18	AC000115_cds1_at	-25	A	29	A	-108	A	-174	A	-55	A	-75	A	-66	A	-24	A	-146	A	-17	A	44	A	-35	A	-240	A	-38	A	-155	A	-566	A	-254	A	-191	A	-199	A	-110.9	A	
A-589H1.1 from  Homo sapiens Chromosome 16 BAC clone CIT987-SKA-589H1  ~complete genomic sequence, complete sequence./ntype=DNA /annot=mRNA	AC002045_xpt1_at	15	A	-19	A	84	A	65	P	20	A	78	P	-2	A	49	A	17	A	-11	A	52	A	100	A	-38	A	116	A	267	P	34	A	35	P	301	P	52	A	-41	A	
